No,fitness,backbone
11,0.037986755,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:11  from:3 to:9 operator:6  from:4 to:5 operator:-1  from:4 to:8 operator:6  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
12,0.015575409,from:0 to:1 operator:-1  from:0 to:9 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:11  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:8 operator:6  from:6 to:7 operator:-1  from:6 to:9 operator:6  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
13,0.023139954,from:0 to:1 operator:-1  from:0 to:4 operator:12  from:0 to:5 operator:6  from:0 to:6 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:6  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
14,0.014900208,from:0 to:1 operator:-1  from:0 to:2 operator:12  from:1 to:2 operator:6  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
15,0.016765594,from:0 to:1 operator:-1  from:1 to:2 operator:6  from:2 to:3 operator:-1  from:2 to:5 operator:9  from:2 to:7 operator:12  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:6  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
16,0.017540932,from:0 to:1 operator:-1  from:0 to:5 operator:6  from:0 to:6 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:6  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:8 operator:8  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
17,0.011016846,from:0 to:1 operator:-1  from:0 to:9 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:10  from:3 to:8 operator:11  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:6  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
18,0.027698517,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:4 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:-1  from:2 to:6 operator:2  from:3 to:4 operator:-1  from:3 to:8 operator:11  from:3 to:9 operator:6  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
19,0.014938355,from:0 to:1 operator:-1  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:9 operator:6  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
20,0.014221191,from:0 to:1 operator:-1  from:0 to:5 operator:6  from:0 to:6 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:6  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:3  from:6 to:7 operator:12  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
21,0.014228821,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:6  from:1 to:4 operator:11  from:1 to:9 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:6  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
22,0.012718201,from:0 to:1 operator:-1  from:0 to:9 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:-1  from:2 to:5 operator:7  from:3 to:4 operator:-1  from:3 to:8 operator:11  from:4 to:5 operator:-1  from:4 to:8 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:6  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
23,0.014125824,from:0 to:1 operator:-1  from:0 to:5 operator:6  from:0 to:6 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:6  from:3 to:4 operator:-1  from:3 to:8 operator:4  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:12  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
24,0.020401001,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:8 operator:11  from:2 to:9 operator:6  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:6  
25,0.015037537,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:5 operator:13  from:2 to:3 operator:-1  from:2 to:9 operator:6  from:3 to:4 operator:-1  from:3 to:8 operator:4  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:3  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:6  
26,0.029426575,from:0 to:1 operator:-1  from:1 to:2 operator:10  from:1 to:3 operator:6  from:1 to:9 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:6  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
27,0.014816284,from:0 to:1 operator:-1  from:1 to:2 operator:6  from:1 to:9 operator:12  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:8 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
28,0.01568222,from:0 to:1 operator:-1  from:1 to:2 operator:13  from:1 to:3 operator:6  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:4 to:8 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:6  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
29,0.02407074,from:0 to:1 operator:-1  from:0 to:3 operator:10  from:1 to:2 operator:6  from:1 to:6 operator:4  from:2 to:3 operator:-1  from:2 to:5 operator:13  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
30,0.013046265,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:6  from:1 to:9 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
31,0.012708664,from:0 to:1 operator:-1  from:0 to:7 operator:6  from:0 to:9 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:11  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:6  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
32,0.015781403,from:0 to:1 operator:-1  from:0 to:5 operator:13  from:1 to:2 operator:-1  from:1 to:5 operator:13  from:2 to:3 operator:-1  from:2 to:9 operator:6  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:3  from:6 to:7 operator:-1  from:7 to:8 operator:6  from:8 to:9 operator:6  
33,0.017098427,from:0 to:1 operator:-1  from:0 to:9 operator:11  from:1 to:2 operator:-1  from:1 to:3 operator:6  from:1 to:9 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:6  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
34,0.01102829,from:0 to:1 operator:-1  from:0 to:5 operator:6  from:0 to:6 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:6  from:2 to:7 operator:5  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:12  from:6 to:8 operator:1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
35,0.018175125,from:0 to:1 operator:-1  from:0 to:6 operator:6  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:4  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:9 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
36,0.014850616,from:0 to:1 operator:-1  from:0 to:9 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:11  from:4 to:5 operator:-1  from:4 to:7 operator:1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:6  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
37,0.01914215,from:0 to:1 operator:-1  from:0 to:5 operator:6  from:0 to:6 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:8  from:2 to:3 operator:6  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:12  from:6 to:8 operator:1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
38,0.016506195,from:0 to:1 operator:-1  from:0 to:5 operator:6  from:0 to:6 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:6  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:7  from:5 to:8 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
39,0.018302917,from:0 to:1 operator:-1  from:0 to:5 operator:10  from:1 to:2 operator:6  from:1 to:6 operator:4  from:2 to:3 operator:-1  from:2 to:5 operator:13  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
40,0.016622543,from:0 to:1 operator:-1  from:0 to:5 operator:6  from:0 to:6 operator:6  from:0 to:9 operator:1  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:6  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:12  from:6 to:8 operator:1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
41,0.013650894,from:0 to:1 operator:-1  from:0 to:9 operator:4  from:1 to:2 operator:-1  from:1 to:5 operator:13  from:2 to:3 operator:-1  from:2 to:9 operator:10  from:3 to:4 operator:10  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:3  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:6  
42,0.0102368,from:0 to:1 operator:-1  from:0 to:9 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:-1  from:2 to:7 operator:12  from:3 to:4 operator:-1  from:3 to:8 operator:11  from:4 to:5 operator:-1  from:4 to:8 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:6  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
43,0.01341629,from:0 to:1 operator:-1  from:0 to:4 operator:8  from:0 to:9 operator:-1  from:1 to:2 operator:6  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:4 to:9 operator:13  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
44,0.012996674,from:0 to:1 operator:-1  from:0 to:5 operator:6  from:0 to:6 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:6  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:6 operator:11  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
45,0.016918182,from:0 to:1 operator:-1  from:0 to:5 operator:-1  from:0 to:9 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:8  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:11  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:6  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
46,0.019042969,from:0 to:1 operator:-1  from:0 to:5 operator:-1  from:0 to:9 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:11  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:6  from:7 to:8 operator:10  from:8 to:9 operator:2  
47,209.80325,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:9 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:11  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:6  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
48,0.037064552,from:0 to:1 operator:-1  from:0 to:9 operator:6  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:11  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:6  from:7 to:8 operator:13  from:8 to:9 operator:-1  
49,0.016820908,from:0 to:1 operator:-1  from:1 to:2 operator:6  from:2 to:3 operator:-1  from:2 to:4 operator:8  from:2 to:7 operator:4  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:4 to:8 operator:4  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:6  from:7 to:8 operator:-1  from:7 to:9 operator:13  from:8 to:9 operator:-1  
50,0.0157547,from:0 to:1 operator:-1  from:0 to:6 operator:6  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:8  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
51,0.030807495,from:0 to:1 operator:-1  from:0 to:7 operator:11  from:1 to:2 operator:-1  from:1 to:3 operator:6  from:1 to:9 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:4  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:6  from:5 to:7 operator:3  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
52,0.018081665,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:5 operator:9  from:2 to:3 operator:-1  from:2 to:8 operator:12  from:2 to:9 operator:6  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:6  
53,0.018392563,from:0 to:1 operator:-1  from:0 to:6 operator:3  from:1 to:2 operator:6  from:1 to:6 operator:4  from:2 to:3 operator:-1  from:2 to:5 operator:13  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
54,0.016174316,from:0 to:1 operator:-1  from:0 to:9 operator:4  from:1 to:2 operator:-1  from:1 to:5 operator:13  from:2 to:3 operator:-1  from:2 to:9 operator:10  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:3  from:6 to:7 operator:1  from:7 to:8 operator:-1  from:8 to:9 operator:6  
55,0.009178162,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:6  from:1 to:9 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:6  from:6 to:7 operator:-1  from:7 to:8 operator:1  from:8 to:9 operator:-1  
56,0.020215988,from:0 to:1 operator:-1  from:0 to:4 operator:7  from:0 to:7 operator:3  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:9 operator:6  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
57,0.015083313,from:0 to:1 operator:-1  from:0 to:5 operator:6  from:0 to:6 operator:6  from:0 to:8 operator:3  from:1 to:2 operator:-1  from:1 to:8 operator:11  from:2 to:3 operator:6  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:8 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
58,0.012056351,from:0 to:1 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:6  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:8  from:8 to:9 operator:-1  
59,0.015445709,from:0 to:1 operator:-1  from:0 to:6 operator:6  from:1 to:2 operator:-1  from:1 to:5 operator:3  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
60,0.019252777,from:0 to:1 operator:-1  from:0 to:6 operator:6  from:0 to:8 operator:4  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:2  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
61,0.02571392,from:0 to:1 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:6  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:6 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
62,0.023605347,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:5  from:2 to:9 operator:6  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:6  
63,0.013435364,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:7 operator:8  from:5 to:6 operator:-1  from:5 to:9 operator:6  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
64,0.012207031,from:0 to:1 operator:-1  from:0 to:6 operator:6  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:4  from:3 to:7 operator:6  from:3 to:9 operator:4  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
65,0.015823364,from:0 to:1 operator:-1  from:0 to:4 operator:7  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:9 operator:6  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
66,0.009998322,from:0 to:1 operator:-1  from:0 to:9 operator:3  from:1 to:2 operator:6  from:1 to:4 operator:8  from:2 to:3 operator:-1  from:2 to:7 operator:12  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:6  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
67,0.01722908,from:0 to:1 operator:-1  from:0 to:9 operator:4  from:1 to:2 operator:-1  from:1 to:5 operator:13  from:1 to:8 operator:5  from:2 to:3 operator:-1  from:2 to:9 operator:10  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:3  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:6  
68,0.008724213,from:0 to:1 operator:-1  from:0 to:9 operator:4  from:1 to:2 operator:-1  from:1 to:5 operator:13  from:2 to:3 operator:-1  from:2 to:9 operator:10  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:7 operator:6  from:5 to:6 operator:-1  from:5 to:7 operator:3  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:6  
69,0.015365601,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:6  from:1 to:9 operator:12  from:2 to:3 operator:-1  from:2 to:5 operator:4  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:4 to:8 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:6  from:6 to:7 operator:-1  from:6 to:8 operator:10  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
70,0.015556335,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:8 operator:12  from:2 to:9 operator:6  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:6 operator:6  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:6  
71,0.018074036,from:0 to:1 operator:-1  from:0 to:6 operator:6  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:4 to:8 operator:4  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
72,0.017333984,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:8 operator:12  from:2 to:9 operator:6  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:8 operator:3  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:6  
73,0.01845169,from:0 to:1 operator:-1  from:1 to:2 operator:6  from:1 to:4 operator:8  from:2 to:3 operator:-1  from:2 to:7 operator:12  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:3 to:9 operator:9  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:6  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
74,0.018585205,from:0 to:1 operator:-1  from:0 to:6 operator:6  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:4  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:4 to:8 operator:10  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
75,0.018838882,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:6  from:1 to:4 operator:8  from:2 to:3 operator:-1  from:2 to:4 operator:10  from:2 to:5 operator:4  from:3 to:4 operator:-1  from:3 to:7 operator:6  from:4 to:5 operator:-1  from:4 to:8 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:6  from:6 to:7 operator:-1  from:6 to:8 operator:10  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
